age,occupation,education,education-num,marital-status,race,sex
59,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Female
48,Sales,Bachelors,13,Divorced,White,Female
31,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
24,Exec-managerial,Some-college,10,Never-married,White,Male
25,Protective-serv,Some-college,10,Married-civ-spouse,White,Male
37,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
60,Prof-specialty,Masters,14,Divorced,White,Female
22,Sales,Some-college,10,Separated,White,Male
35,Craft-repair,12th,8,Divorced,White,Male
37,Prof-specialty,Bachelors,13,Never-married,White,Male
23,Handlers-cleaners,Some-college,10,Married-spouse-absent,White,Male
21,Handlers-cleaners,Assoc-acdm,12,Never-married,White,Male
24,Prof-specialty,Bachelors,13,Never-married,Black,Female
51,Transport-moving,9th,5,Married-civ-spouse,White,Male
29,Other-service,11th,7,Never-married,Black,Female
49,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
42,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
44,Adm-clerical,Some-college,10,Divorced,White,Female
50,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
21,Other-service,Some-college,10,Never-married,White,Male
32,Adm-clerical,Bachelors,13,Never-married,White,Female
25,Adm-clerical,Some-college,10,Married-civ-spouse,Black,Male
26,Farming-fishing,10th,6,Married-civ-spouse,White,Male
35,Handlers-cleaners,HS-grad,9,Married-civ-spouse,White,Male
46,Prof-specialty,Assoc-acdm,12,Divorced,White,Female
25,Handlers-cleaners,Assoc-acdm,12,Never-married,White,Male
24,Other-service,Some-college,10,Never-married,White,Male
64,Other-service,5th-6th,3,Widowed,Black,Female
37,Sales,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male
51,Craft-repair,HS-grad,9,Divorced,White,Male
36,Sales,Bachelors,13,Married-civ-spouse,White,Male
48,Tech-support,Bachelors,13,Married-civ-spouse,White,Male
54,Other-service,Some-college,10,Separated,White,Male
33,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
50,Prof-specialty,Bachelors,13,Separated,White,Male
51,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
21,Sales,Some-college,10,Never-married,Black,Female
38,Sales,9th,5,Never-married,White,Female
47,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
32,Machine-op-inspct,Some-college,10,Married-civ-spouse,White,Male
60,Exec-managerial,Assoc-voc,11,Widowed,Asian-Pac-Islander,Female
33,Exec-managerial,HS-grad,9,Divorced,White,Female
32,Craft-repair,Some-college,10,Never-married,White,Male
61,Other-service,11th,7,Widowed,White,Female
41,Exec-managerial,HS-grad,9,Never-married,Asian-Pac-Islander,Male
37,Exec-managerial,Some-college,10,Never-married,White,Male
38,Machine-op-inspct,Assoc-voc,11,Married-civ-spouse,White,Male
50,Other-service,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Male
19,Other-service,Some-college,10,Never-married,White,Female
21,Handlers-cleaners,HS-grad,9,Never-married,Black,Male
23,Handlers-cleaners,5th-6th,3,Never-married,White,Male
17,Adm-clerical,10th,6,Never-married,Other,Female
46,Other-service,10th,6,Married-spouse-absent,Asian-Pac-Islander,Male
41,Adm-clerical,Bachelors,13,Married-civ-spouse,White,Female
47,Prof-specialty,Assoc-voc,11,Married-civ-spouse,White,Male
48,Sales,HS-grad,9,Married-civ-spouse,White,Male
28,Prof-specialty,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male
22,Adm-clerical,Assoc-acdm,12,Never-married,White,Female
61,Machine-op-inspct,9th,5,Never-married,Black,Female
45,Adm-clerical,HS-grad,9,Divorced,White,Female
67,Craft-repair,7th-8th,4,Married-civ-spouse,White,Male
25,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
22,Prof-specialty,Bachelors,13,Never-married,White,Female
28,Sales,Bachelors,13,Never-married,White,Male
44,Handlers-cleaners,Assoc-voc,11,Married-civ-spouse,Black,Male
49,Craft-repair,9th,5,Married-civ-spouse,White,Male
36,Adm-clerical,Some-college,10,Married-civ-spouse,White,Female
20,Adm-clerical,Some-college,10,Never-married,White,Female
41,Exec-managerial,Some-college,10,Married-civ-spouse,White,Female
40,Tech-support,Some-college,10,Divorced,White,Male
46,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
36,Craft-repair,11th,7,Married-civ-spouse,White,Male
34,Farming-fishing,Some-college,10,Married-civ-spouse,White,Male
50,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
34,Prof-specialty,Some-college,10,Married-civ-spouse,White,Male
49,Adm-clerical,Bachelors,13,Married-civ-spouse,White,Male
44,Protective-serv,HS-grad,9,Married-civ-spouse,White,Male
54,Protective-serv,Some-college,10,Married-civ-spouse,White,Male
48,Other-service,11th,7,Separated,Black,Female
39,Sales,Bachelors,13,Married-civ-spouse,White,Female
54,Exec-managerial,HS-grad,9,Widowed,White,Female
34,Craft-repair,Assoc-acdm,12,Married-civ-spouse,White,Male
53,Machine-op-inspct,Assoc-acdm,12,Married-civ-spouse,White,Male
20,Prof-specialty,Some-college,10,Never-married,White,Female
72,Other-service,HS-grad,9,Divorced,White,Female
59,Craft-repair,Bachelors,13,Married-civ-spouse,Black,Male
60,Prof-specialty,Doctorate,16,Married-civ-spouse,White,Male
25,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
26,Adm-clerical,HS-grad,9,Never-married,White,Female
36,Exec-managerial,Masters,14,Never-married,White,Male
19,Machine-op-inspct,1st-4th,2,Never-married,White,Male
32,Exec-managerial,Some-college,10,Divorced,White,Female
26,Craft-repair,HS-grad,9,Never-married,White,Male
40,Protective-serv,HS-grad,9,Never-married,White,Male
20,Exec-managerial,Some-college,10,Never-married,White,Male
35,Handlers-cleaners,HS-grad,9,Divorced,White,Male
31,Sales,HS-grad,9,Never-married,Black,Female
34,Handlers-cleaners,HS-grad,9,Divorced,White,Female
39,Protective-serv,Some-college,10,Divorced,Black,Female
37,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
31,Sales,Some-college,10,Divorced,White,Female
33,Adm-clerical,Bachelors,13,Married-civ-spouse,White,Male
37,Other-service,HS-grad,9,Married-civ-spouse,Black,Male
54,Adm-clerical,10th,6,Married-civ-spouse,White,Male
37,Exec-managerial,Assoc-acdm,12,Married-civ-spouse,White,Male
20,Handlers-cleaners,HS-grad,9,Never-married,White,Male
19,Prof-specialty,Some-college,10,Never-married,White,Male
63,Sales,Bachelors,13,Married-civ-spouse,White,Male
36,Adm-clerical,HS-grad,9,Divorced,White,Female
51,Prof-specialty,Prof-school,15,Never-married,White,Female
19,Other-service,HS-grad,9,Never-married,White,Female
57,Sales,HS-grad,9,Married-civ-spouse,White,Male
27,Adm-clerical,HS-grad,9,Divorced,White,Male
36,Other-service,HS-grad,9,Married-civ-spouse,White,Male
47,Adm-clerical,HS-grad,9,Divorced,White,Female
41,Tech-support,Bachelors,13,Divorced,White,Female
46,Adm-clerical,HS-grad,9,Never-married,White,Female
48,Sales,Bachelors,13,Married-civ-spouse,Black,Male
20,Adm-clerical,Some-college,10,Never-married,White,Male
41,Tech-support,Some-college,10,Divorced,White,Male
39,Sales,Some-college,10,Divorced,White,Male
61,Prof-specialty,Assoc-acdm,12,Married-civ-spouse,White,Male
24,Prof-specialty,Bachelors,13,Never-married,White,Female
48,Exec-managerial,Some-college,10,Divorced,White,Female
21,Sales,HS-grad,9,Never-married,White,Male
20,Farming-fishing,Assoc-voc,11,Never-married,White,Male
52,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
47,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
29,Craft-repair,Assoc-acdm,12,Divorced,White,Female
47,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
19,Prof-specialty,9th,5,Never-married,White,Male
31,Handlers-cleaners,Assoc-voc,11,Divorced,White,Female
47,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
40,Other-service,Preschool,1,Married-civ-spouse,White,Male
41,Prof-specialty,Doctorate,16,Married-civ-spouse,White,Male
35,Sales,12th,8,Never-married,Black,Female
21,Craft-repair,HS-grad,9,Never-married,White,Male
65,Prof-specialty,HS-grad,9,Married-civ-spouse,White,Male
40,Exec-managerial,Bachelors,13,Never-married,White,Female
27,Sales,Some-college,10,Married-civ-spouse,White,Female
38,Sales,Some-college,10,Married-civ-spouse,White,Male
50,Sales,Bachelors,13,Married-civ-spouse,White,Male
57,Adm-clerical,HS-grad,9,Divorced,White,Female
49,Other-service,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Male
57,Sales,HS-grad,9,Separated,Amer-Indian-Eskimo,Female
40,Prof-specialty,Prof-school,15,Married-civ-spouse,Amer-Indian-Eskimo,Male
17,Adm-clerical,11th,7,Never-married,White,Female
19,Adm-clerical,12th,8,Never-married,White,Female
38,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
41,Tech-support,Some-college,10,Married-civ-spouse,White,Male
38,Sales,Bachelors,13,Married-civ-spouse,White,Male
30,Machine-op-inspct,11th,7,Married-civ-spouse,Black,Male
28,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Female
49,Tech-support,Bachelors,13,Divorced,White,Female
37,Other-service,HS-grad,9,Divorced,White,Female
17,Handlers-cleaners,11th,7,Never-married,White,Male
35,Adm-clerical,Some-college,10,Divorced,White,Female
45,Machine-op-inspct,HS-grad,9,Never-married,White,Female
32,Protective-serv,Some-college,10,Married-civ-spouse,Black,Male
51,Prof-specialty,Masters,14,Married-civ-spouse,White,Male
50,Machine-op-inspct,HS-grad,9,Widowed,White,Female
24,Exec-managerial,Bachelors,13,Never-married,Black,Female
56,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
37,Adm-clerical,HS-grad,9,Divorced,White,Female
38,Sales,Some-college,10,Married-civ-spouse,White,Female
55,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
18,Sales,Some-college,10,Never-married,White,Female
48,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Male
37,Sales,HS-grad,9,Married-civ-spouse,White,Male
41,Sales,Bachelors,13,Married-civ-spouse,White,Male
44,Farming-fishing,Assoc-acdm,12,Married-civ-spouse,White,Male
60,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
56,Handlers-cleaners,HS-grad,9,Married-civ-spouse,White,Male
24,Farming-fishing,Bachelors,13,Never-married,White,Female
34,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
69,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
26,Sales,Bachelors,13,Married-civ-spouse,White,Female
20,Tech-support,Some-college,10,Never-married,White,Female
26,Tech-support,HS-grad,9,Married-civ-spouse,White,Male
25,Machine-op-inspct,Some-college,10,Never-married,White,Male
41,Protective-serv,11th,7,Married-civ-spouse,White,Male
68,Exec-managerial,Some-college,10,Divorced,White,Male
24,Handlers-cleaners,HS-grad,9,Married-civ-spouse,White,Male
22,Exec-managerial,Bachelors,13,Never-married,White,Male
55,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
26,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
73,Sales,HS-grad,9,Married-civ-spouse,White,Male
47,Transport-moving,HS-grad,9,Divorced,White,Male
42,Handlers-cleaners,HS-grad,9,Married-civ-spouse,White,Male
30,Sales,Bachelors,13,Never-married,Asian-Pac-Islander,Female
37,Prof-specialty,Masters,14,Divorced,White,Male
29,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
50,Exec-managerial,Bachelors,13,Married-civ-spouse,Amer-Indian-Eskimo,Female
24,Adm-clerical,Bachelors,13,Never-married,White,Male
30,Machine-op-inspct,Some-college,10,Never-married,White,Female
18,Other-service,11th,7,Never-married,White,Male
52,Craft-repair,HS-grad,9,Divorced,White,Male
28,Transport-moving,Some-college,10,Never-married,White,Female
47,Other-service,HS-grad,9,Divorced,Black,Male
27,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
29,Sales,Bachelors,13,Never-married,White,Male
42,Adm-clerical,Bachelors,13,Divorced,White,Male
33,Sales,HS-grad,9,Married-civ-spouse,White,Male
28,Machine-op-inspct,11th,7,Never-married,Black,Male
40,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
37,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
42,Transport-moving,HS-grad,9,Separated,Black,Male
37,Other-service,HS-grad,9,Never-married,White,Male
57,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
18,Exec-managerial,12th,8,Never-married,Black,Male
41,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
23,Other-service,Some-college,10,Married-civ-spouse,White,Male
30,Adm-clerical,HS-grad,9,Never-married,White,Female
28,Transport-moving,HS-grad,9,Separated,White,Male
30,Other-service,HS-grad,9,Never-married,White,Female
56,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
36,Machine-op-inspct,Some-college,10,Married-civ-spouse,White,Male
35,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
42,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
51,Sales,Some-college,10,Married-civ-spouse,White,Male
35,Transport-moving,HS-grad,9,Married-civ-spouse,Black,Male
54,Sales,HS-grad,9,Married-civ-spouse,White,Male
51,Sales,Bachelors,13,Divorced,White,Female
40,Tech-support,Assoc-voc,11,Married-civ-spouse,White,Male
47,Machine-op-inspct,Some-college,10,Married-civ-spouse,White,Male
42,Sales,HS-grad,9,Divorced,White,Male
76,Other-service,HS-grad,9,Widowed,White,Female
65,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
24,Adm-clerical,11th,7,Never-married,White,Female
39,Handlers-cleaners,Some-college,10,Married-civ-spouse,White,Male
35,Prof-specialty,Masters,14,Never-married,White,Male
31,Adm-clerical,10th,6,Never-married,Black,Female
48,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
40,Sales,Assoc-acdm,12,Married-civ-spouse,White,Male
29,Prof-specialty,Bachelors,13,Never-married,Black,Male
38,Exec-managerial,Assoc-voc,11,Married-civ-spouse,White,Male
38,Prof-specialty,Assoc-voc,11,Married-civ-spouse,White,Male
57,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Female
50,Sales,Bachelors,13,Widowed,White,Male
44,Prof-specialty,Bachelors,13,Never-married,White,Male
42,Prof-specialty,Masters,14,Married-civ-spouse,White,Female
54,Exec-managerial,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male
52,Craft-repair,12th,8,Never-married,Black,Male
64,Sales,Some-college,10,Married-civ-spouse,White,Male
72,Other-service,HS-grad,9,Widowed,White,Female
21,Adm-clerical,Some-college,10,Never-married,Asian-Pac-Islander,Female
46,Prof-specialty,Some-college,10,Separated,White,Male
49,Sales,HS-grad,9,Married-civ-spouse,White,Male
48,Prof-specialty,Some-college,10,Married-civ-spouse,White,Male
23,Machine-op-inspct,HS-grad,9,Separated,White,Female
33,Machine-op-inspct,9th,5,Never-married,White,Male
46,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Male
50,Sales,Some-college,10,Married-civ-spouse,White,Male
63,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
35,Adm-clerical,HS-grad,9,Divorced,White,Female
50,Sales,HS-grad,9,Divorced,White,Female
19,Craft-repair,Some-college,10,Never-married,White,Male
35,Transport-moving,Some-college,10,Married-civ-spouse,White,Male
27,Tech-support,Bachelors,13,Never-married,White,Male
67,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Male
34,Adm-clerical,Bachelors,13,Married-civ-spouse,White,Male
44,Other-service,Some-college,10,Divorced,White,Male
55,Prof-specialty,HS-grad,9,Divorced,Black,Female
37,Craft-repair,11th,7,Divorced,White,Male
51,Transport-moving,7th-8th,4,Married-civ-spouse,White,Male
34,Prof-specialty,Doctorate,16,Never-married,White,Female
26,Other-service,Some-college,10,Never-married,White,Female
25,Exec-managerial,Assoc-voc,11,Married-civ-spouse,White,Male
57,Sales,Some-college,10,Separated,White,Male
30,Exec-managerial,Some-college,10,Never-married,Black,Female
73,Sales,Some-college,10,Married-civ-spouse,White,Male
76,Sales,HS-grad,9,Married-civ-spouse,White,Male
31,Adm-clerical,Some-college,10,Married-civ-spouse,White,Male
43,Prof-specialty,HS-grad,9,Married-civ-spouse,White,Female
45,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
76,Exec-managerial,Prof-school,15,Married-civ-spouse,White,Male
38,Other-service,Some-college,10,Never-married,White,Female
45,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
28,Other-service,Some-college,10,Never-married,White,Male
32,Sales,HS-grad,9,Divorced,White,Female
33,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
35,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
46,Craft-repair,Some-college,10,Married-spouse-absent,Asian-Pac-Islander,Male
34,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
17,Other-service,10th,6,Never-married,White,Male
43,Sales,Bachelors,13,Married-civ-spouse,White,Male
55,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
43,Adm-clerical,Bachelors,13,Married-civ-spouse,White,Male
22,Tech-support,Some-college,10,Never-married,White,Female
18,Other-service,HS-grad,9,Never-married,White,Male
44,Prof-specialty,Masters,14,Married-civ-spouse,White,Male
55,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
24,Other-service,HS-grad,9,Never-married,White,Female
31,Protective-serv,HS-grad,9,Married-civ-spouse,White,Male
59,Sales,HS-grad,9,Married-civ-spouse,White,Male
59,Protective-serv,Some-college,10,Separated,White,Male
27,Adm-clerical,Bachelors,13,Married-spouse-absent,White,Male
59,Prof-specialty,Doctorate,16,Married-civ-spouse,White,Male
53,Craft-repair,9th,5,Never-married,Black,Male
35,Machine-op-inspct,HS-grad,9,Never-married,Asian-Pac-Islander,Male
37,Tech-support,Assoc-acdm,12,Married-civ-spouse,White,Male
43,Farming-fishing,10th,6,Divorced,White,Male
37,Craft-repair,HS-grad,9,Divorced,White,Male
49,Sales,Assoc-acdm,12,Married-civ-spouse,White,Female
35,Machine-op-inspct,HS-grad,9,Married-civ-spouse,Black,Male
34,Adm-clerical,Some-college,10,Divorced,White,Female
52,Adm-clerical,Some-college,10,Never-married,White,Male
27,Farming-fishing,9th,5,Never-married,White,Male
18,Sales,12th,8,Never-married,White,Male
45,Craft-repair,Bachelors,13,Married-civ-spouse,White,Male
44,Exec-managerial,Some-college,10,Married-civ-spouse,Black,Male
37,Exec-managerial,Masters,14,Divorced,White,Female
45,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
44,Exec-managerial,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male
