,age,education,race,sex
3630,30,Bachelors,White,Female
3631,60,HS-grad,White,Male
3632,25,Some-college,White,Female
3633,76,7th-8th,White,Female
3634,41,HS-grad,White,Male
3635,26,7th-8th,Other,Male
3636,45,12th,Asian-Pac-Islander,Male
3637,32,Some-college,White,Female
3638,22,HS-grad,White,Male
3639,39,Bachelors,White,Male
3640,63,Bachelors,White,Male
3641,23,Assoc-acdm,White,Female
3642,61,10th,White,Male
3643,31,Assoc-voc,White,Male
3644,25,9th,White,Male
3645,33,HS-grad,White,Female
3646,39,HS-grad,White,Female
3647,53,Bachelors,Asian-Pac-Islander,Female
3648,26,Bachelors,White,Female
3649,21,Some-college,White,Male
3650,18,HS-grad,Black,Male
3651,34,Bachelors,White,Male
3652,44,Masters,Black,Male
3653,31,HS-grad,White,Male
3654,44,HS-grad,White,Male
3655,42,Prof-school,White,Male
3656,43,HS-grad,White,Male
3657,33,Bachelors,Asian-Pac-Islander,Male
3658,21,Some-college,Black,Female
3659,30,HS-grad,White,Male
3660,55,HS-grad,White,Male
3661,57,Some-college,White,Female
3662,37,HS-grad,White,Male
3663,32,HS-grad,White,Male
3664,62,Bachelors,White,Male
3665,31,Bachelors,Black,Male
3666,51,Bachelors,White,Male
3667,37,Masters,White,Female
3668,45,5th-6th,White,Male
3669,47,Some-college,White,Male
3670,31,HS-grad,White,Male
3671,75,11th,White,Male
3672,43,Masters,Other,Male
3673,39,Assoc-acdm,White,Male
3674,30,Bachelors,White,Male
3675,27,5th-6th,White,Male
3676,44,HS-grad,Amer-Indian-Eskimo,Male
3677,53,Masters,White,Female
3678,40,Bachelors,White,Male
3679,18,11th,White,Female
3680,33,Bachelors,Black,Male
3681,20,HS-grad,White,Male
3682,38,Some-college,Black,Male
3683,48,HS-grad,White,Female
3684,46,HS-grad,White,Male
3685,51,HS-grad,White,Male
3686,35,HS-grad,White,Female
3687,24,7th-8th,White,Male
3688,30,Some-college,White,Male
3689,70,HS-grad,White,Male
3690,26,HS-grad,White,Male
3691,34,HS-grad,White,Male
3692,46,HS-grad,White,Male
3693,70,HS-grad,White,Female
3694,37,Some-college,White,Male
3695,36,Some-college,White,Female
3696,23,9th,White,Female
3697,28,HS-grad,White,Male
3698,44,Some-college,White,Male
3699,58,HS-grad,White,Male
3700,53,Some-college,White,Male
3701,23,Some-college,White,Male
3702,26,HS-grad,Black,Male
3703,21,Some-college,White,Male
3704,34,Masters,White,Female
3705,43,11th,White,Male
3706,22,Some-college,Black,Male
3707,41,Some-college,Amer-Indian-Eskimo,Male
3708,36,HS-grad,Asian-Pac-Islander,Male
3709,41,Bachelors,White,Female
3710,27,HS-grad,White,Male
3711,42,Some-college,White,Male
3712,27,Assoc-voc,White,Female
3713,41,HS-grad,White,Male
3714,32,Bachelors,Asian-Pac-Islander,Female
3715,21,Some-college,Asian-Pac-Islander,Male
3716,44,Bachelors,Black,Male
3717,29,Bachelors,White,Male
3718,19,Some-college,White,Female
3719,21,Some-college,White,Male
3720,46,HS-grad,White,Male
3721,38,Bachelors,White,Male
3722,43,Some-college,White,Male
3723,54,HS-grad,White,Male
3724,38,Masters,White,Male
3725,18,Some-college,White,Male
3726,50,HS-grad,White,Female
3727,30,Assoc-voc,White,Female
3728,30,9th,White,Male
3729,28,HS-grad,Amer-Indian-Eskimo,Female
3730,26,Assoc-voc,White,Female
3731,37,Some-college,White,Male
3732,32,HS-grad,White,Male
3733,64,Masters,White,Female
3734,18,HS-grad,White,Female
3735,30,Some-college,White,Male
3736,36,Assoc-voc,White,Female
3737,18,11th,Black,Male
3738,27,HS-grad,White,Male
3739,49,9th,White,Male
3740,46,HS-grad,White,Male
3741,37,HS-grad,White,Male
3742,30,Some-college,White,Male
3743,29,HS-grad,Other,Female
3744,22,HS-grad,White,Male
3745,25,HS-grad,White,Male
3746,38,HS-grad,Black,Female
3747,32,Bachelors,White,Female
3748,35,Some-college,White,Male
3749,56,Masters,White,Male
3750,29,Some-college,White,Female
3751,41,HS-grad,White,Male
3752,47,HS-grad,White,Male
3753,23,Bachelors,Asian-Pac-Islander,Female
3754,46,Bachelors,White,Male
3755,28,HS-grad,Black,Male
3756,39,Bachelors,White,Female
3757,42,Some-college,White,Female
3758,39,HS-grad,White,Male
3759,68,7th-8th,White,Male
3760,37,Bachelors,White,Male
3761,57,Prof-school,White,Female
3762,22,Some-college,Black,Female
3763,24,Assoc-voc,White,Male
3764,19,Some-college,White,Male
3765,55,Assoc-acdm,Black,Female
3766,37,HS-grad,White,Male
3767,37,Some-college,Black,Female
3768,28,Bachelors,White,Male
3769,27,HS-grad,White,Female
3770,40,Bachelors,White,Female
3771,51,HS-grad,White,Female
3772,52,Assoc-voc,White,Male
3773,74,Some-college,White,Female
3774,49,Some-college,White,Male
3775,20,Some-college,White,Female
3776,40,Some-college,White,Female
3777,80,Some-college,White,Male
3778,63,Some-college,White,Male
3779,63,HS-grad,White,Male
3780,51,Some-college,White,Female
3781,23,HS-grad,White,Female
3782,66,HS-grad,White,Male
3783,33,HS-grad,White,Male
3784,49,HS-grad,White,Male
3785,20,Some-college,White,Male
3786,33,Assoc-acdm,White,Male
3787,26,Some-college,White,Male
3788,52,HS-grad,White,Male
3789,33,Bachelors,White,Male
3790,47,Bachelors,White,Male
3791,23,HS-grad,Black,Male
3792,53,Assoc-acdm,White,Male
3793,19,Some-college,White,Male
3794,26,Some-college,White,Male
3795,53,7th-8th,White,Male
3796,65,HS-grad,White,Male
3797,68,Bachelors,White,Male
3798,30,10th,White,Male
3799,28,11th,White,Male
3800,54,10th,White,Male
3801,30,HS-grad,White,Male
3802,22,Some-college,White,Male
3803,25,HS-grad,White,Male
3804,19,11th,White,Male
3805,19,Some-college,White,Female
3806,32,Prof-school,White,Male
3807,23,Bachelors,White,Female
3808,51,Bachelors,White,Male
3809,25,Some-college,White,Male
3810,46,Bachelors,Black,Female
3811,38,Some-college,White,Female
3812,26,HS-grad,Asian-Pac-Islander,Male
3813,46,HS-grad,White,Female
3814,25,Bachelors,White,Female
3815,20,Some-college,White,Female
3816,29,Masters,White,Male
3817,51,Masters,White,Male
3818,40,Some-college,White,Male
3819,24,Some-college,White,Female
3820,24,Bachelors,White,Male
3821,31,Assoc-voc,Amer-Indian-Eskimo,Female
3822,54,HS-grad,White,Female
3823,34,Assoc-acdm,White,Male
3824,19,Some-college,White,Male
3825,21,HS-grad,Black,Male
3826,21,10th,White,Male
3827,23,Some-college,White,Male
3828,37,Some-college,White,Male
3829,40,Masters,White,Male
3830,57,HS-grad,White,Male
3831,48,Bachelors,White,Male
3832,24,11th,Asian-Pac-Islander,Male
3833,43,Some-college,White,Male
3834,32,Bachelors,White,Female
3835,40,HS-grad,White,Female
3836,52,Prof-school,White,Male
3837,49,HS-grad,White,Male
3838,45,Some-college,Amer-Indian-Eskimo,Male
3839,62,HS-grad,White,Male
3840,29,Assoc-voc,White,Male
3841,49,HS-grad,White,Female
3842,55,Some-college,Black,Female
3843,20,Some-college,Amer-Indian-Eskimo,Male
3844,37,Bachelors,White,Male
3845,43,Bachelors,White,Male
3846,29,Some-college,White,Female
3847,44,HS-grad,White,Female
3848,28,Some-college,White,Male
3849,38,Some-college,White,Female
3850,45,Assoc-voc,White,Male
3851,22,Some-college,White,Male
3852,19,Some-college,White,Female
3853,20,12th,White,Male
3854,60,HS-grad,White,Male
3855,30,HS-grad,White,Female
3856,22,Some-college,Asian-Pac-Islander,Male
3857,51,Some-college,White,Female
3858,31,Bachelors,Black,Female
3859,48,HS-grad,White,Female
3860,43,Bachelors,White,Male
3861,51,HS-grad,Black,Male
3862,41,Assoc-voc,White,Male
3863,62,Assoc-voc,White,Male
3864,50,HS-grad,Black,Male
3865,46,HS-grad,White,Female
3866,54,Some-college,White,Male
3867,68,HS-grad,White,Male
3868,23,Assoc-acdm,White,Male
3869,49,Masters,White,Female
3870,24,10th,White,Male
3871,30,HS-grad,Black,Male
3872,38,HS-grad,White,Male
3873,34,HS-grad,White,Female
3874,22,Some-college,White,Male
3875,30,7th-8th,White,Male
3876,61,7th-8th,White,Male
3877,36,HS-grad,White,Male
3878,51,Assoc-voc,White,Male
3879,43,5th-6th,Asian-Pac-Islander,Female
3880,54,Some-college,White,Male
3881,63,HS-grad,White,Female
3882,51,Some-college,White,Male
3883,63,10th,White,Male
3884,51,Masters,White,Male
3885,27,HS-grad,White,Female
3886,35,Assoc-acdm,White,Male
3887,31,Bachelors,White,Female
3888,46,HS-grad,White,Male
3889,53,Assoc-voc,Black,Male
3890,26,Some-college,White,Male
3891,43,HS-grad,White,Male
3892,39,HS-grad,White,Male
3893,50,HS-grad,White,Male
3894,54,HS-grad,White,Male
3895,62,Some-college,White,Female
3896,57,Some-college,White,Female
3897,19,Some-college,Black,Male
3898,29,HS-grad,White,Male
3899,20,HS-grad,Black,Male
3900,53,Bachelors,White,Male
3901,18,Some-college,White,Male
3902,22,Some-college,White,Male
3903,23,HS-grad,White,Male
3904,69,11th,White,Male
3905,56,7th-8th,White,Male
3906,53,Bachelors,Black,Male
3907,28,HS-grad,White,Male
3908,28,Bachelors,Black,Male
3909,33,HS-grad,Asian-Pac-Islander,Male
3910,48,HS-grad,White,Female
3911,61,HS-grad,White,Male
3912,49,Bachelors,White,Male
3913,48,Some-college,White,Male
3914,32,7th-8th,White,Male
3915,51,HS-grad,White,Male
3916,27,Bachelors,White,Male
3917,19,Some-college,White,Male
3918,47,HS-grad,White,Male
3919,25,Bachelors,White,Male
3920,72,Some-college,Black,Male
3921,29,11th,White,Male
3922,22,HS-grad,White,Female
3923,57,HS-grad,Black,Male
3924,50,Assoc-acdm,White,Male
3925,45,Some-college,White,Male
3926,52,Some-college,White,Male
3927,53,Masters,White,Male
3928,36,HS-grad,White,Male
3929,46,HS-grad,White,Male
3930,20,HS-grad,White,Female
3931,75,5th-6th,Black,Male
3932,32,HS-grad,White,Male
3933,28,HS-grad,White,Male
3934,53,Masters,White,Female
3935,17,11th,White,Female
3936,46,Assoc-voc,White,Female
3937,39,Assoc-acdm,White,Female
3938,38,Some-college,White,Male
3939,36,HS-grad,White,Male
3940,63,Bachelors,Black,Female
3941,28,1st-4th,White,Male
3942,28,Bachelors,White,Male
3943,49,HS-grad,White,Female
3944,43,Some-college,White,Male
3945,38,Bachelors,White,Male
3946,39,HS-grad,White,Male
3947,42,HS-grad,Black,Female
3948,40,HS-grad,White,Male
3949,45,HS-grad,White,Female
3950,29,HS-grad,White,Female
3951,24,Bachelors,White,Male
3952,30,Some-college,White,Male
3953,44,Some-college,Black,Male
3954,40,HS-grad,White,Male
3955,30,HS-grad,White,Female
3956,42,Masters,White,Female
3957,52,Assoc-voc,White,Female
3958,42,Some-college,Black,Male
3959,39,Some-college,White,Male
3960,43,Some-college,White,Male
3961,62,HS-grad,White,Male
3962,30,Assoc-voc,White,Male
3963,83,HS-grad,White,Female
3964,39,Bachelors,White,Male
3965,41,HS-grad,White,Female
3966,49,Masters,White,Female
3967,25,11th,White,Male
3968,48,11th,White,Male
3969,59,Assoc-acdm,White,Male
3970,44,Bachelors,White,Male
3971,36,9th,White,Male
3972,40,HS-grad,White,Male
3973,21,HS-grad,Black,Female
3974,41,Some-college,White,Female
3975,24,Bachelors,White,Female
3976,67,HS-grad,White,Male
3977,24,Bachelors,White,Male
3978,50,Bachelors,White,Male
3979,48,Masters,White,Male
3980,55,Assoc-acdm,Black,Male
3981,29,HS-grad,White,Male
3982,50,Bachelors,White,Female
3983,64,10th,White,Male
3984,49,9th,Black,Male
3985,20,HS-grad,Black,Male
3986,30,HS-grad,White,Female
3987,37,Bachelors,Asian-Pac-Islander,Male
3988,52,HS-grad,White,Male
3989,22,Some-college,White,Male
3990,77,HS-grad,White,Female
3991,19,Some-college,White,Male
3992,52,HS-grad,White,Male
3993,42,Bachelors,Asian-Pac-Islander,Female
3994,35,HS-grad,White,Female
3995,27,Some-college,White,Female
3996,54,HS-grad,Black,Female
3997,37,HS-grad,White,Male
3998,37,10th,White,Male
3999,28,7th-8th,White,Male
4000,63,Bachelors,White,Male
4001,19,HS-grad,White,Male
4002,28,Bachelors,White,Female
4003,23,Some-college,White,Male
4004,44,Prof-school,White,Female
4005,31,Some-college,White,Male
4006,35,Bachelors,Asian-Pac-Islander,Male
4007,64,HS-grad,White,Female
4008,40,HS-grad,White,Male
4009,59,Assoc-acdm,White,Female
4010,22,Some-college,White,Female
4011,40,Some-college,White,Female
4012,35,7th-8th,White,Male
4013,20,Some-college,White,Female
4014,35,HS-grad,White,Male
4015,28,Some-college,White,Male
4016,28,HS-grad,White,Male
4017,37,Some-college,White,Male
4018,72,Doctorate,White,Male
4019,25,Assoc-acdm,White,Male
4020,37,HS-grad,White,Female
4021,19,Some-college,White,Female
4022,31,Assoc-voc,White,Female
4023,41,HS-grad,White,Female
4024,31,10th,White,Male
4025,44,HS-grad,White,Male
4026,20,Some-college,Black,Male
4027,57,Some-college,White,Male
4028,26,HS-grad,White,Female
4029,44,HS-grad,White,Male
4030,29,HS-grad,White,Male
4031,36,HS-grad,White,Male
4032,40,Assoc-voc,White,Male
4033,21,Assoc-acdm,Black,Male
4034,21,Some-college,White,Male
4035,34,Prof-school,White,Male
4036,24,Bachelors,White,Female
4037,28,10th,White,Female
4038,35,HS-grad,White,Male
4039,35,HS-grad,White,Male
4040,38,Bachelors,White,Female
4041,44,HS-grad,Black,Female
4042,39,Bachelors,White,Female
4043,57,HS-grad,White,Female
4044,19,Some-college,White,Female
4045,29,Assoc-voc,White,Male
4046,23,HS-grad,Black,Male
4047,50,HS-grad,White,Female
4048,51,Some-college,White,Male
4049,28,Assoc-voc,Amer-Indian-Eskimo,Male
4050,44,Bachelors,White,Male
4051,29,Bachelors,Black,Male
4052,31,HS-grad,White,Male
4053,27,Bachelors,White,Male
4054,34,Bachelors,White,Male
4055,50,Prof-school,Asian-Pac-Islander,Male
4056,27,Some-college,White,Male
4057,31,Assoc-voc,Black,Female
4058,46,Assoc-acdm,White,Male
4059,39,Some-college,Asian-Pac-Islander,Female
4060,40,Bachelors,White,Male
4061,28,11th,White,Male
4062,18,HS-grad,White,Female
4063,51,HS-grad,White,Female
4064,58,HS-grad,White,Male
4065,66,HS-grad,White,Male
4066,36,HS-grad,Asian-Pac-Islander,Female
4067,38,11th,White,Female
4068,25,Assoc-acdm,White,Male
4069,25,HS-grad,White,Female
4070,90,11th,White,Male
4071,41,Some-college,White,Female
4072,34,HS-grad,Black,Female
4073,33,Bachelors,White,Female
4074,33,HS-grad,White,Female
4075,35,Bachelors,White,Male
4076,39,HS-grad,Black,Female
4077,59,HS-grad,White,Male
4078,19,Some-college,White,Male
4079,39,HS-grad,White,Male
4080,19,Some-college,White,Male
4081,27,HS-grad,White,Female
4082,52,7th-8th,White,Male
4083,59,HS-grad,White,Female
4084,28,Some-college,White,Female
4085,37,HS-grad,White,Female
4086,50,10th,White,Male
4087,36,Bachelors,White,Male
4088,34,Bachelors,White,Male
4089,23,Some-college,White,Male
4090,19,11th,White,Female
4091,33,HS-grad,White,Male
4092,27,Masters,White,Male
4093,31,Masters,White,Male
4094,21,10th,White,Male
4095,31,HS-grad,White,Male
4096,59,HS-grad,White,Male
4097,40,Masters,White,Male
4098,19,11th,White,Male
4099,47,HS-grad,White,Male
4100,34,Bachelors,White,Male
4101,57,HS-grad,White,Male
4102,51,9th,Black,Male
4103,21,Some-college,White,Male
4104,30,Some-college,White,Male
4105,46,Some-college,White,Male
4106,40,Bachelors,White,Female
4107,52,Preschool,White,Male
4108,23,Bachelors,Asian-Pac-Islander,Male
4109,90,Bachelors,White,Female
4110,25,HS-grad,White,Female
4111,43,Some-college,White,Male
4112,38,Some-college,Amer-Indian-Eskimo,Female
4113,22,Assoc-voc,White,Female
4114,33,Bachelors,White,Female
4115,34,Some-college,White,Male
4116,65,Assoc-voc,White,Male
4117,50,HS-grad,White,Male
4118,29,Bachelors,White,Male
4119,25,HS-grad,White,Male
4120,54,Some-college,White,Female
4121,49,HS-grad,White,Male
4122,44,Some-college,White,Male
4123,24,9th,White,Female
4124,25,Bachelors,White,Male
4125,65,HS-grad,White,Male
4126,56,HS-grad,Black,Male
4127,39,Prof-school,White,Male
4128,23,Bachelors,White,Female
4129,20,Some-college,White,Female
4130,24,5th-6th,White,Male
4131,41,Some-college,White,Male
4132,40,Some-college,White,Male
4133,55,HS-grad,White,Male
4134,38,HS-grad,White,Female
4135,23,HS-grad,Black,Female
4136,44,Bachelors,White,Male
4137,45,Some-college,White,Male
4138,20,Some-college,White,Female
4139,29,HS-grad,White,Male
4140,43,HS-grad,White,Male
4141,30,12th,White,Male
4142,28,Some-college,White,Female
4143,31,HS-grad,White,Male
4144,52,HS-grad,White,Female
4145,36,Bachelors,White,Female
4146,38,HS-grad,White,Male
4147,66,Some-college,White,Male
4148,63,Assoc-voc,White,Male
4149,21,Some-college,White,Male
4150,33,HS-grad,White,Male
4151,46,Some-college,White,Female
4152,20,Some-college,White,Male
4153,47,Bachelors,White,Male
4154,33,Doctorate,White,Male
4155,66,7th-8th,Black,Male
4156,20,Some-college,White,Female
4157,28,HS-grad,White,Male
4158,46,HS-grad,White,Female
4159,25,Some-college,Black,Male
4160,37,HS-grad,White,Male
4161,31,9th,White,Male
4162,49,HS-grad,White,Male
4163,22,Some-college,White,Male
4164,52,Assoc-voc,White,Female
4165,29,Assoc-acdm,White,Female
4166,18,11th,White,Female
4167,31,Some-college,White,Male
4168,23,Some-college,Asian-Pac-Islander,Female
4169,27,Assoc-voc,Amer-Indian-Eskimo,Female
4170,54,10th,White,Male
4171,50,HS-grad,White,Female
4172,46,Masters,White,Male
4173,24,Bachelors,White,Female
4174,17,11th,White,Female
4175,49,HS-grad,White,Male
4176,54,HS-grad,White,Male
4177,41,Bachelors,White,Male
4178,49,HS-grad,White,Male
4179,36,Bachelors,White,Female
4180,23,HS-grad,Black,Male
4181,63,Some-college,White,Female
4182,67,HS-grad,White,Male
4183,23,HS-grad,White,Male
4184,22,Bachelors,White,Male
4185,66,Assoc-voc,White,Male
4186,25,11th,White,Male
4187,30,Some-college,White,Female
4188,35,HS-grad,White,Male
4189,67,7th-8th,White,Male
4190,30,12th,Black,Male
4191,26,Some-college,Black,Female
4192,34,HS-grad,White,Male
4193,21,Some-college,White,Male
4194,18,12th,White,Male
4195,21,HS-grad,White,Male
4196,76,9th,White,Male
4197,51,Some-college,Asian-Pac-Islander,Male
4198,26,HS-grad,White,Female
4199,18,12th,White,Female
4200,18,11th,White,Male
4201,34,Assoc-voc,White,Male
4202,59,HS-grad,White,Female
4203,55,Bachelors,White,Male
4204,33,Some-college,White,Male
4205,25,HS-grad,White,Female
4206,48,HS-grad,White,Female
4207,64,Bachelors,White,Female
4208,47,Masters,White,Female
4209,26,Some-college,White,Female
4210,36,Assoc-acdm,White,Male
4211,21,HS-grad,White,Male
4212,54,7th-8th,White,Female
4213,30,HS-grad,White,Male
4214,41,HS-grad,White,Male
4215,53,Masters,White,Female
4216,34,Some-college,Black,Male
4217,20,Some-college,White,Female
4218,24,10th,White,Male
4219,26,Bachelors,White,Female
4220,25,HS-grad,White,Female
4221,35,Some-college,White,Female
4222,41,Some-college,White,Male
4223,33,11th,White,Male
